Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
T3a,7,2014-04-06,0,0,0,0,0,1
T3b,7,2014-04-06,0,0,0,0,0,0
T3c,7,2014-04-06,0,0,0,0,0,0
T3d,7,2014-04-06,0,0,0,0,0,0
T1a,6,2014-04-05,6782,747,1,0,0,0
T1b,6,2014-04-05,6601,1046,1,0,0,0
T1c,6,2014-04-05,3257,285,1,0,0,0
T2a,6,2014-04-05,11849,1528,1,0,0,0
T2b,6,2014-04-05,3298,343,1,0,0,0
T2c,6,2014-04-05,5812,565,1,0,0,0
T3a,6,2014-04-05,7122,962,1,0,0,1
T3b,6,2014-04-05,12656,1005,1,0,0,0
T3c,6,2014-04-05,5194,624,1,0,0,0
T3d,6,2014-04-05,2344,277,1,0,0,0
T1a,5,2014-04-04,8252,789,1,1,0,0
T1b,5,2014-04-04,8443,1182,1,1,0,0
T1c,5,2014-04-04,5183,463,1,1,0,0
T2a,5,2014-04-04,10413,1348,1,1,0,0
T2b,5,2014-04-04,5240,603,1,1,0,0
T2c,5,2014-04-04,9029,906,1,1,0,0
T3a,5,2014-04-04,8181,989,1,1,0,1
T3b,5,2014-04-04,12199,971,1,1,0,0
T3c,5,2014-04-04,6556,731,1,1,0,0
T3d,5,2014-04-04,4227,551,1,1,0,0
T1a,4,2014-04-03,7859,800,1,1,0,0
T1b,4,2014-04-03,8747,1194,1,1,0,0
T1c,4,2014-04-03,4816,454,1,1,0,0
T2a,4,2014-04-03,9480,1307,1,1,0,0
T2b,4,2014-04-03,5498,662,1,1,0,0
T2c,4,2014-04-03,9128,846,1,1,0,0
T3a,4,2014-04-03,7982,986,1,1,0,1
T3b,4,2014-04-03,10622,843,1,1,0,0
T3c,4,2014-04-03,6589,786,1,1,0,0
T3d,4,2014-04-03,4486,635,1,1,0,0
T1a,3,2014-04-02,8470,820,1,1,0,0
T1b,3,2014-04-02,9667,1301,1,1,0,0
T1c,3,2014-04-02,5652,485,1,1,0,0
T2a,3,2014-04-02,9901,1288,1,1,0,0
T2b,3,2014-04-02,5239,588,1,1,0,0
T2c,3,2014-04-02,9371,889,1,1,0,0
T3a,3,2014-04-02,7964,998,1,1,0,0
T3b,3,2014-04-02,11170,844,1,1,0,0
T3c,3,2014-04-02,7190,781,1,1,0,0
T3d,3,2014-04-02,4871,611,1,1,0,0
T1a,2,2014-04-01,9784,887,1,1,0,0
T1b,2,2014-04-01,9912,1370,1,1,0,0
T1c,2,2014-04-01,5116,483,1,1,0,0
T2a,2,2014-04-01,11280,1356,1,1,0,0
T2b,2,2014-04-01,5816,643,1,1,0,0
T2c,2,2014-04-01,10344,973,1,1,0,0
T3a,2,2014-04-01,9159,1075,1,1,0,0
T3b,2,2014-04-01,11404,901,1,1,0,0
T3c,2,2014-04-01,8611,851,1,1,0,0
T3d,2,2014-04-01,5057,641,1,1,0,0
T1a,1,2014-03-31,11523,988,1,1,0,0
T1b,1,2014-03-31,14683,1676,1,1,0,0
T1c,1,2014-03-31,6615,546,1,1,0,0
T2a,1,2014-03-31,12409,1519,1,1,0,0
T2b,1,2014-03-31,7112,700,1,1,0,0
T2c,1,2014-03-31,10339,983,1,1,0,0
T3a,1,2014-03-31,10322,1172,1,1,0,0
T3b,1,2014-03-31,14728,1073,1,1,0,0
T3c,1,2014-03-31,9605,959,1,1,0,0
T3d,1,2014-03-31,6104,720,1,1,0,0
T1a,7,2014-03-30,0,0,0,0,0,0
T1b,7,2014-03-30,0,0,0,0,0,0
T1c,7,2014-03-30,0,0,0,0,0,0
T2a,7,2014-03-30,0,0,0,0,0,0
T2b,7,2014-03-30,0,0,0,0,0,0
T2c,7,2014-03-30,0,0,0,0,0,0
T3a,7,2014-03-30,0,0,0,0,0,0
T3b,7,2014-03-30,0,0,0,0,0,0
T3c,7,2014-03-30,0,0,0,0,0,0
T3d,7,2014-03-30,0,0,0,0,0,0
T1a,6,2014-03-29,6531,769,1,0,0,0
T1b,6,2014-03-29,5613,898,1,0,0,0
T1c,6,2014-03-29,3178,269,1,0,0,0
T2a,6,2014-03-29,11534,1479,1,0,0,0
T2b,6,2014-03-29,2852,325,1,0,0,0
T2c,6,2014-03-29,5316,573,1,0,0,0
T3a,6,2014-03-29,7220,995,1,0,0,0
T3b,6,2014-03-29,10383,812,1,0,0,0
T3c,6,2014-03-29,5320,602,1,0,0,0
T3d,6,2014-03-29,2463,318,1,0,0,0
T1a,5,2014-03-28,6485,716,1,0,0,0
T1b,5,2014-03-28,5373,941,1,0,0,0
T1c,5,2014-03-28,4475,432,1,0,0,0
T2a,5,2014-03-28,8990,1204,1,0,0,0
T2b,5,2014-03-28,3747,503,1,0,0,0
T2c,5,2014-03-28,8445,825,1,0,0,0
T3a,5,2014-03-28,6870,914,1,0,0,0
T3b,5,2014-03-28,11056,819,1,0,0,0
T3c,5,2014-03-28,5411,662,1,0,0,0
T3d,5,2014-03-28,3828,514,1,0,0,0
T1a,4,2014-03-27,6023,686,1,0,0,0
T1b,4,2014-03-27,4221,708,1,0,0,0
T1c,4,2014-03-27,3646,375,1,0,0,0
T2a,4,2014-03-27,8042,1202,1,0,0,0
T2b,4,2014-03-27,3827,528,1,0,0,0
T2c,4,2014-03-27,6924,742,1,0,0,0
T3a,4,2014-03-27,5939,836,1,0,0,0
T3b,4,2014-03-27,9677,768,1,0,0,0
T3c,4,2014-03-27,5363,654,1,0,0,0
T3d,4,2014-03-27,3560,547,1,0,0,0
T1a,3,2014-03-26,5474,645,1,0,0,0
T1b,3,2014-03-26,3811,617,1,0,0,0
T1c,3,2014-03-26,3692,395,1,0,0,0
T2a,3,2014-03-26,8672,1203,1,0,0,0
T2b,3,2014-03-26,3732,525,1,0,0,0
T2c,3,2014-03-26,7478,803,1,0,0,0
T3a,3,2014-03-26,5993,861,1,0,0,0
T3b,3,2014-03-26,9078,713,1,0,0,0
T3c,3,2014-03-26,4949,603,1,0,0,0
T3d,3,2014-03-26,4088,579,1,0,0,0
T1a,2,2014-03-25,5746,684,1,0,0,0
T1b,2,2014-03-25,4582,843,1,0,0,0
T1c,2,2014-03-25,4069,378,1,0,0,0
T2a,2,2014-03-25,7921,1140,1,0,0,0
T2b,2,2014-03-25,3980,557,1,0,0,0
T2c,2,2014-03-25,7498,812,1,0,0,0
T3a,2,2014-03-25,5964,879,1,0,0,0
T3b,2,2014-03-25,9674,737,1,0,0,0
T3c,2,2014-03-25,5309,715,1,0,0,0
T3d,2,2014-03-25,3794,537,1,0,0,0
T1a,1,2014-03-24,5850,696,1,0,0,0
T1b,1,2014-03-24,5511,905,1,0,0,0
T1c,1,2014-03-24,4065,413,1,0,0,0
T2a,1,2014-03-24,9746,1348,1,0,0,0
T2b,1,2014-03-24,3793,512,1,0,0,0
T2c,1,2014-03-24,7935,840,1,0,0,0
T3a,1,2014-03-24,6460,939,1,0,0,0
T3b,1,2014-03-24,10982,843,1,0,0,0
T3c,1,2014-03-24,5807,777,1,0,0,0
T3d,1,2014-03-24,4065,580,1,0,0,0
T1a,7,2014-03-23,0,0,0,0,0,0
T1b,7,2014-03-23,0,0,0,0,0,0
T1c,7,2014-03-23,0,0,0,0,0,0
T2a,7,2014-03-23,0,0,0,0,0,0
T2b,7,2014-03-23,0,0,0,0,0,0
T2c,7,2014-03-23,0,0,0,0,0,0
T3a,7,2014-03-23,0,0,0,0,0,0
T3b,7,2014-03-23,0,0,0,0,0,0
T3c,7,2014-03-23,0,0,0,0,0,0
T3d,7,2014-03-23,0,0,0,0,0,0
T1a,6,2014-03-22,6260,752,1,0,0,0
T1b,6,2014-03-22,5580,908,1,0,0,0
T1c,6,2014-03-22,3549,316,1,0,0,0
T2a,6,2014-03-22,11076,1425,1,0,0,0
T2b,6,2014-03-22,2972,339,1,0,0,0
T2c,6,2014-03-22,5843,548,1,0,0,0
T3a,6,2014-03-22,7105,986,1,0,0,0
T3b,6,2014-03-22,11593,901,1,0,0,0
T3c,6,2014-03-22,4776,620,1,0,0,0
T3d,6,2014-03-22,2469,328,1,0,0,0
T1a,5,2014-03-21,7563,766,1,1,0,0
T1b,5,2014-03-21,6475,997,1,1,0,0
T1c,5,2014-03-21,4507,446,1,1,0,0
T2a,5,2014-03-21,9766,1288,1,1,0,0
T2b,5,2014-03-21,5500,626,1,1,0,0
T2c,5,2014-03-21,8266,838,1,1,0,0
T3a,5,2014-03-21,6468,896,1,1,0,0
T3b,5,2014-03-21,11077,858,1,1,0,0
T3c,5,2014-03-21,6367,689,1,1,0,0
T3d,5,2014-03-21,3322,476,1,1,0,0
T1a,4,2014-03-20,6353,698,1,1,0,0
T1b,4,2014-03-20,7369,1100,1,1,0,0
T1c,4,2014-03-20,3897,383,1,1,0,0
T2a,4,2014-03-20,9436,1248,1,1,0,0
T2b,4,2014-03-20,4889,614,1,1,0,0
T2c,4,2014-03-20,7284,779,1,1,0,0
T3a,4,2014-03-20,6474,903,1,1,0,0
T3b,4,2014-03-20,8924,719,1,1,0,0
T3c,4,2014-03-20,5674,694,1,1,0,0
T3d,4,2014-03-20,3727,546,1,1,0,0
T1a,3,2014-03-19,7786,796,1,1,0,0
T1b,3,2014-03-19,8797,1246,1,1,0,0
T1c,3,2014-03-19,4262,401,1,1,0,0
T2a,3,2014-03-19,9576,1249,1,1,0,0
T2b,3,2014-03-19,5361,584,1,1,0,0
T2c,3,2014-03-19,8678,842,1,1,0,0
T3a,3,2014-03-19,7049,935,1,1,0,0
T3b,3,2014-03-19,11313,844,1,1,0,0
T3c,3,2014-03-19,6052,684,1,1,0,0
T3d,3,2014-03-19,4231,566,1,1,0,0
T1a,2,2014-03-18,8531,859,1,1,0,0
T1b,2,2014-03-18,6699,947,1,1,0,0
T1c,2,2014-03-18,5064,431,1,1,0,0
T2a,2,2014-03-18,9662,1302,1,1,0,0
T2b,2,2014-03-18,5362,634,1,1,0,0
T2c,2,2014-03-18,8240,833,1,1,0,0
T3a,2,2014-03-18,7401,961,1,1,0,0
T3b,2,2014-03-18,10336,823,1,1,0,0
T3c,2,2014-03-18,6638,737,1,1,0,0
T3d,2,2014-03-18,4126,560,1,1,0,0
T1a,1,2014-03-17,9218,903,1,1,0,0
T1b,1,2014-03-17,10593,1370,1,1,0,0
T1c,1,2014-03-17,5493,504,1,1,0,0
T2a,1,2014-03-17,10932,1414,1,1,0,0
T2b,1,2014-03-17,6282,637,1,1,0,0
T2c,1,2014-03-17,10162,965,1,1,0,0
T3a,1,2014-03-17,8748,1102,1,1,0,0
T3b,1,2014-03-17,12527,973,1,1,0,0
T3c,1,2014-03-17,8435,888,1,1,0,0
T3d,1,2014-03-17,4955,632,1,1,0,0
T1a,7,2014-03-16,0,0,0,0,0,0
T1b,7,2014-03-16,0,0,0,0,0,0
T1c,7,2014-03-16,0,0,0,0,0,0
T2a,7,2014-03-16,0,0,0,0,0,0
T2b,7,2014-03-16,0,0,0,0,0,0
T2c,7,2014-03-16,0,0,0,0,0,0
T3a,7,2014-03-16,0,0,0,0,0,0
T3b,7,2014-03-16,0,0,0,0,0,0
T3c,7,2014-03-16,0,0,0,0,0,0
T3d,7,2014-03-16,0,0,0,0,0,0
T1a,6,2014-03-15,7303,806,1,0,0,0
T1b,6,2014-03-15,5926,929,1,0,0,0
T1c,6,2014-03-15,2863,262,1,0,0,0
T2a,6,2014-03-15,11531,1452,1,0,0,0
T2b,6,2014-03-15,3075,359,1,0,0,0
T2c,6,2014-03-15,5619,560,1,0,0,0
T3a,6,2014-03-15,7489,1038,1,0,0,0
T3b,6,2014-03-15,11384,926,1,0,0,0
T3c,6,2014-03-15,5002,644,1,0,0,0
T3d,6,2014-03-15,2601,348,1,0,0,0
T1a,5,2014-03-14,6018,698,1,0,0,0
T1b,5,2014-03-14,5476,907,1,0,0,0
T1c,5,2014-03-14,4118,409,1,0,0,0
T2a,5,2014-03-14,8742,1248,1,0,0,0
T2b,5,2014-03-14,3619,497,1,0,0,0
T2c,5,2014-03-14,7541,812,1,0,0,0
T3a,5,2014-03-14,7188,950,1,0,0,0
T3b,5,2014-03-14,10177,823,1,0,0,0
T3c,5,2014-03-14,5329,700,1,0,0,0
T3d,5,2014-03-14,3577,497,1,0,0,0
T1a,4,2014-03-13,5085,624,1,0,0,0
T1b,4,2014-03-13,5151,843,1,0,0,0
T1c,4,2014-03-13,3859,383,1,0,0,0
T2a,4,2014-03-13,8315,1173,1,0,0,0
T2b,4,2014-03-13,3343,507,1,0,0,0
T2c,4,2014-03-13,7023,737,1,0,0,0
T3a,4,2014-03-13,5901,828,1,0,0,0
T3b,4,2014-03-13,8446,756,1,0,0,0
T3c,4,2014-03-13,5775,688,1,0,0,0
T3d,4,2014-03-13,3483,552,1,0,0,0
T1a,3,2014-03-12,5418,669,1,0,0,0
T1b,3,2014-03-12,5628,874,1,0,0,0
T1c,3,2014-03-12,4010,408,1,0,0,0
T2a,3,2014-03-12,8587,1225,1,0,0,0
T2b,3,2014-03-12,3675,513,1,0,0,0
T2c,3,2014-03-12,6578,769,1,0,0,0
T3a,3,2014-03-12,6283,845,1,0,0,0
T3b,3,2014-03-12,8511,679,1,0,0,0
T3c,3,2014-03-12,4605,651,1,0,0,0
T3d,3,2014-03-12,3909,543,1,0,0,0
T1a,2,2014-03-11,5331,675,1,0,0,0
T1b,2,2014-03-11,5543,868,1,0,0,0
T1c,2,2014-03-11,4199,388,1,0,0,0
T2a,2,2014-03-11,8626,1236,1,0,0,0
T2b,2,2014-03-11,3803,535,1,0,0,0
T2c,2,2014-03-11,7722,817,1,0,0,0
T3a,2,2014-03-11,5696,855,1,0,0,0
T3b,2,2014-03-11,8129,684,1,0,0,0
T3c,2,2014-03-11,5633,666,1,0,0,0
T3d,2,2014-03-11,4146,590,1,0,0,0
T1a,1,2014-03-10,5615,719,1,0,0,0
T1b,1,2014-03-10,5739,951,1,0,0,0
T1c,1,2014-03-10,3999,437,1,0,0,0
T2a,1,2014-03-10,9564,1328,1,0,0,0
T2b,1,2014-03-10,4087,571,1,0,0,0
T2c,1,2014-03-10,6994,774,1,0,0,0
T3a,1,2014-03-10,6769,977,1,0,0,0
T3b,1,2014-03-10,8621,737,1,0,0,0
T3c,1,2014-03-10,5923,777,1,0,0,0
T3d,1,2014-03-10,3352,501,1,0,0,0
T1a,7,2014-03-09,0,0,0,0,0,0
T1b,7,2014-03-09,0,0,0,0,0,0
T1c,7,2014-03-09,0,0,0,0,0,0
T2a,7,2014-03-09,0,0,0,0,0,0
T2b,7,2014-03-09,0,0,0,0,0,0
T2c,7,2014-03-09,0,0,0,0,0,0
T3a,7,2014-03-09,0,0,0,0,0,0
T3b,7,2014-03-09,0,0,0,0,0,0
T3c,7,2014-03-09,0,0,0,0,0,0
T3d,7,2014-03-09,0,0,0,0,0,0
T1a,6,2014-03-08,6112,754,1,0,0,0
T1b,6,2014-03-08,6246,1002,1,0,0,0
T1c,6,2014-03-08,2985,285,1,0,0,0
T2a,6,2014-03-08,10964,1487,1,0,0,0
T2b,6,2014-03-08,2717,318,1,0,0,0
T2c,6,2014-03-08,5596,563,1,0,0,0
T3a,6,2014-03-08,7247,981,1,0,0,0
T3b,6,2014-03-08,11063,871,1,0,0,0
T3c,6,2014-03-08,4751,589,1,0,0,0
T3d,6,2014-03-08,2488,341,1,0,0,0
T1a,5,2014-03-07,8347,860,1,1,0,0
T1b,5,2014-03-07,8473,1204,1,1,0,0
T1c,5,2014-03-07,4928,481,1,1,0,0
T2a,5,2014-03-07,9854,1308,1,1,0,0
T2b,5,2014-03-07,5099,508,1,1,0,0
T2c,5,2014-03-07,8915,868,1,1,0,0
T3a,5,2014-03-07,7784,1041,1,1,0,0
T3b,5,2014-03-07,11498,931,1,1,0,1
T3c,5,2014-03-07,6552,756,1,1,0,0
T3d,5,2014-03-07,4041,520,1,1,0,0
T1a,4,2014-03-06,7626,777,1,1,0,0
T1b,4,2014-03-06,9045,1341,1,1,0,0
T1c,4,2014-03-06,4589,432,1,1,0,0
T2a,4,2014-03-06,9140,1268,1,1,0,0
T2b,4,2014-03-06,4412,465,1,1,0,0
T2c,4,2014-03-06,7784,777,1,1,0,0
T3a,4,2014-03-06,7354,957,1,1,0,0
T3b,4,2014-03-06,11294,880,1,1,0,1
T3c,4,2014-03-06,6227,725,1,1,0,0
T3d,4,2014-03-06,4657,628,1,1,0,0
T1a,3,2014-03-05,8391,794,1,1,0,0
T1b,3,2014-03-05,9770,1354,1,1,0,0
T1c,3,2014-03-05,5043,421,1,1,0,0
T2a,3,2014-03-05,9745,1327,1,1,0,0
T2b,3,2014-03-05,4817,510,1,1,0,0
T2c,3,2014-03-05,9674,879,1,1,0,0
T3a,3,2014-03-05,7891,968,1,1,0,0
T3b,3,2014-03-05,11435,850,1,1,0,1
T3c,3,2014-03-05,7057,772,1,1,0,0
T3d,3,2014-03-05,4608,576,1,1,0,0
T1a,2,2014-03-04,8582,847,1,1,0,0
T1b,2,2014-03-04,11891,1579,1,1,0,0
T1c,2,2014-03-04,4266,441,1,1,0,0
T2a,2,2014-03-04,10534,1324,1,1,0,0
T2b,2,2014-03-04,4828,480,1,1,0,0
T2c,2,2014-03-04,9533,903,1,1,0,0
T3a,2,2014-03-04,8125,1010,1,1,0,0
T3b,2,2014-03-04,8963,678,1,1,0,1
T3c,2,2014-03-04,8296,856,1,1,0,0
T3d,2,2014-03-04,5021,640,1,1,0,0
T1a,1,2014-03-03,9903,1004,1,1,0,0
T1b,1,2014-03-03,11657,1351,1,1,0,0
T1c,1,2014-03-03,6968,555,1,1,0,0
T2a,1,2014-03-03,13009,1601,1,1,0,0
T2b,1,2014-03-03,6625,593,1,1,0,0
T2c,1,2014-03-03,11625,1054,1,1,0,0
T3a,1,2014-03-03,9850,1176,1,1,0,0
T3b,1,2014-03-03,14926,1151,1,1,0,1
T3c,1,2014-03-03,9784,1048,1,1,0,0
T3d,1,2014-03-03,6303,769,1,1,0,0
T1a,7,2014-03-02,0,0,0,0,0,0
T1b,7,2014-03-02,0,0,0,0,0,0
T1c,7,2014-03-02,0,0,0,0,0,0
T2a,7,2014-03-02,0,0,0,0,0,0
T2b,7,2014-03-02,0,0,0,0,0,0
T2c,7,2014-03-02,0,0,0,0,0,0
T3a,7,2014-03-02,0,0,0,0,0,0
T3b,7,2014-03-02,0,0,0,0,0,0
T3c,7,2014-03-02,0,0,0,0,0,0
T3d,7,2014-03-02,0,0,0,0,0,0
T1a,6,2014-03-01,8163,880,1,0,0,0
T1b,6,2014-03-01,8649,1259,1,0,0,0
T1c,6,2014-03-01,3517,313,1,0,0,0
T2a,6,2014-03-01,13059,1615,1,0,0,0
T2b,6,2014-03-01,3588,357,1,0,0,0
T2c,6,2014-03-01,5902,579,1,0,0,0
T3a,6,2014-03-01,7909,1038,1,0,0,0
T3b,6,2014-03-01,12352,881,1,0,0,0
T3c,6,2014-03-01,5859,693,1,0,0,0
T3d,6,2014-03-01,3069,364,1,0,0,0
T1a,5,2014-02-28,9122,903,1,0,0,0
T1b,5,2014-02-28,8927,1174,1,0,0,0
T1c,5,2014-02-28,4881,453,1,0,0,0
T2a,5,2014-02-28,9701,1298,1,0,0,0
T2b,5,2014-02-28,5540,642,1,0,0,0
T2c,5,2014-02-28,9511,917,1,0,0,0
T3a,5,2014-02-28,8137,1057,1,0,0,0
T3b,5,2014-02-28,12205,930,1,0,0,0
T3c,5,2014-02-28,6979,775,1,0,0,0
T3d,5,2014-02-28,4566,609,1,0,0,0
T1a,4,2014-02-27,6962,769,1,0,0,0
T1b,4,2014-02-27,4333,780,1,0,0,0
T1c,4,2014-02-27,3790,394,1,0,0,0
T2a,4,2014-02-27,8111,1157,1,0,0,0
T2b,4,2014-02-27,4447,598,1,0,0,0
T2c,4,2014-02-27,7237,769,1,0,0,0
T3a,4,2014-02-27,6117,875,1,0,0,0
T3b,4,2014-02-27,9934,772,1,0,0,0
T3c,4,2014-02-27,5105,695,1,0,0,0
T3d,4,2014-02-27,4276,570,1,0,0,0
T1a,3,2014-02-26,6376,711,1,0,0,0
T1b,3,2014-02-26,4397,768,1,0,0,0
T1c,3,2014-02-26,3612,357,1,0,0,0
T2a,3,2014-02-26,8593,1236,1,0,0,0
T2b,3,2014-02-26,3909,530,1,0,0,0
T2c,3,2014-02-26,8042,855,1,0,0,0
T3a,3,2014-02-26,5785,884,1,0,0,0
T3b,3,2014-02-26,8253,730,1,0,0,0
T3c,3,2014-02-26,4761,619,1,0,0,0
T3d,3,2014-02-26,3515,538,1,0,0,0
T1a,2,2014-02-25,5729,704,1,0,0,0
T1b,2,2014-02-25,4115,751,1,0,0,0
T1c,2,2014-02-25,3575,383,1,0,0,0
T2a,2,2014-02-25,8758,1261,1,0,0,0
T2b,2,2014-02-25,3812,558,1,0,0,0
T2c,2,2014-02-25,7631,806,1,0,0,0
T3a,2,2014-02-25,5607,823,1,0,0,0
T3b,2,2014-02-25,8688,705,1,0,0,0
T3c,2,2014-02-25,4796,681,1,0,0,0
T3d,2,2014-02-25,3772,529,1,0,0,0
T1a,1,2014-02-24,5893,710,1,0,0,0
T1b,1,2014-02-24,4693,891,1,0,0,0
T1c,1,2014-02-24,4335,440,1,0,0,0
T2a,1,2014-02-24,9600,1328,1,0,0,0
T2b,1,2014-02-24,4396,558,1,0,0,0
T2c,1,2014-02-24,8064,864,1,0,0,0
T3a,1,2014-02-24,6033,893,1,0,0,0
T3b,1,2014-02-24,8215,737,1,0,0,0
T3c,1,2014-02-24,5293,744,1,0,0,0
T3d,1,2014-02-24,3955,544,1,0,0,0
T1a,7,2014-02-23,0,0,0,0,0,0
T1b,7,2014-02-23,0,0,0,0,0,0
T1c,7,2014-02-23,0,0,0,0,0,0
T2a,7,2014-02-23,0,0,0,0,0,0
T2b,7,2014-02-23,0,0,0,0,0,0
T2c,7,2014-02-23,0,0,0,0,0,0
T3a,7,2014-02-23,0,0,0,0,0,0
T3b,7,2014-02-23,0,0,0,0,0,0
T3c,7,2014-02-23,0,0,0,0,0,0
T3d,7,2014-02-23,0,0,0,0,0,0
T1a,6,2014-02-22,6455,782,1,0,0,0
T1b,6,2014-02-22,4590,807,1,0,0,0
T1c,6,2014-02-22,2622,254,1,0,0,0
T2a,6,2014-02-22,11678,1546,1,0,0,0
T2b,6,2014-02-22,3007,331,1,0,0,0
T2c,6,2014-02-22,5896,580,1,0,0,0
T3a,6,2014-02-22,7055,928,1,0,0,0
T3b,6,2014-02-22,11336,944,1,0,0,0
T3c,6,2014-02-22,4250,536,1,0,0,0
T3d,6,2014-02-22,2431,349,1,0,0,0
T1a,5,2014-02-21,7811,795,1,1,0,0
T1b,5,2014-02-21,6572,1042,1,1,0,0
T1c,5,2014-02-21,4348,400,1,1,0,0
T2a,5,2014-02-21,9994,1313,1,1,0,0
T2b,5,2014-02-21,5046,544,1,1,0,0
T2c,5,2014-02-21,7824,802,1,1,0,0
T3a,5,2014-02-21,7243,959,1,1,0,0
T3b,5,2014-02-21,10992,859,1,1,0,0
T3c,5,2014-02-21,5597,697,1,1,0,0
T3d,5,2014-02-21,4012,547,1,1,0,0
T1a,4,2014-02-20,6917,736,1,1,0,0
T1b,4,2014-02-20,6463,1065,1,1,0,0
T1c,4,2014-02-20,4781,448,1,1,0,0
T2a,4,2014-02-20,9235,1210,1,1,0,0
T2b,4,2014-02-20,5215,570,1,1,0,0
T2c,4,2014-02-20,8808,848,1,1,0,0
T3a,4,2014-02-20,6846,906,1,1,0,0
T3b,4,2014-02-20,10595,850,1,1,0,0
T3c,4,2014-02-20,6044,688,1,1,0,0
T3d,4,2014-02-20,4464,580,1,1,0,0
T1a,3,2014-02-19,8045,767,1,1,0,0
T1b,3,2014-02-19,7764,1089,1,1,0,0
T1c,3,2014-02-19,4449,424,1,1,0,0
T2a,3,2014-02-19,9662,1248,1,1,0,0
T2b,3,2014-02-19,4347,544,1,1,0,0
T2c,3,2014-02-19,8946,876,1,1,0,0
T3a,3,2014-02-19,7239,900,1,1,0,0
T3b,3,2014-02-19,9766,757,1,1,0,0
T3c,3,2014-02-19,6369,713,1,1,0,0
T3d,3,2014-02-19,4215,562,1,1,0,0
T1a,2,2014-02-18,7428,765,1,1,0,0
T1b,2,2014-02-18,8374,1228,1,1,0,0
T1c,2,2014-02-18,4612,414,1,1,0,0
T2a,2,2014-02-18,9755,1311,1,1,0,0
T2b,2,2014-02-18,5201,633,1,1,0,0
T2c,2,2014-02-18,9229,891,1,1,0,0
T3a,2,2014-02-18,8135,979,1,1,0,0
T3b,2,2014-02-18,11212,900,1,1,0,0
T3c,2,2014-02-18,7269,807,1,1,0,0
T3d,2,2014-02-18,4906,600,1,1,0,0
T1a,1,2014-02-17,9489,927,1,1,0,0
T1b,1,2014-02-17,10071,1412,1,1,0,0
T1c,1,2014-02-17,5997,540,1,1,0,0
T2a,1,2014-02-17,11797,1443,1,1,0,0
T2b,1,2014-02-17,6990,708,1,1,0,0
T2c,1,2014-02-17,10347,951,1,1,0,0
T3a,1,2014-02-17,8902,1086,1,1,0,0
T3b,1,2014-02-17,14544,1030,1,1,0,0
T3c,1,2014-02-17,8516,939,1,1,0,0
T3d,1,2014-02-17,5174,676,1,1,0,0
T1a,7,2014-02-16,0,0,0,0,0,0
T1b,7,2014-02-16,0,0,0,0,0,0
T1c,7,2014-02-16,0,0,0,0,0,0
T2a,7,2014-02-16,0,0,0,0,0,0
T2b,7,2014-02-16,0,0,0,0,0,0
T2c,7,2014-02-16,0,0,0,0,0,0
T3a,7,2014-02-16,0,0,0,0,0,0
T3b,7,2014-02-16,0,0,0,0,0,0
T3c,7,2014-02-16,0,0,0,0,0,0
T3d,7,2014-02-16,0,0,0,0,0,0
T1a,6,2014-02-15,6956,784,1,0,0,0
T1b,6,2014-02-15,5845,947,1,0,0,0
T1c,6,2014-02-15,3149,265,1,0,0,0
T2a,6,2014-02-15,11459,1477,1,0,0,0
T2b,6,2014-02-15,3085,351,1,0,0,0
T2c,6,2014-02-15,5459,552,1,0,0,0
T3a,6,2014-02-15,7158,935,1,0,0,0
T3b,6,2014-02-15,11214,907,1,0,0,0
T3c,6,2014-02-15,5038,627,1,0,0,0
T3d,6,2014-02-15,2630,330,1,0,0,0
T1a,5,2014-02-14,7314,843,1,0,0,0
T1b,5,2014-02-14,5103,868,1,0,0,0
T1c,5,2014-02-14,4110,402,1,0,0,0
T2a,5,2014-02-14,9818,1319,1,0,0,0
T2b,5,2014-02-14,4357,551,1,0,0,0
T2c,5,2014-02-14,7884,851,1,0,0,0
T3a,5,2014-02-14,7346,1027,1,0,0,0
T3b,5,2014-02-14,10994,889,1,0,0,0
T3c,5,2014-02-14,6156,775,1,0,0,0
T3d,5,2014-02-14,4447,605,1,0,0,0
T1a,4,2014-02-13,5534,685,1,0,0,0
T1b,4,2014-02-13,4639,823,1,0,0,0
T1c,4,2014-02-13,4360,391,1,0,0,0
T2a,4,2014-02-13,8296,1230,1,0,0,0
T2b,4,2014-02-13,3788,556,1,0,0,0
T2c,4,2014-02-13,7563,830,1,0,0,0
T3a,4,2014-02-13,6061,882,1,0,0,0
T3b,4,2014-02-13,8683,737,1,0,0,0
T3c,4,2014-02-13,5841,746,1,0,0,0
T3d,4,2014-02-13,3866,566,1,0,0,0
T1a,3,2014-02-12,5415,672,1,0,0,0
T1b,3,2014-02-12,5343,894,1,0,0,0
T1c,3,2014-02-12,3464,362,1,0,0,0
T2a,3,2014-02-12,8343,1182,1,0,0,0
T2b,3,2014-02-12,3590,535,1,0,0,0
T2c,3,2014-02-12,8254,844,1,0,0,0
T3a,3,2014-02-12,5992,881,1,0,0,0
T3b,3,2014-02-12,8510,694,1,0,0,0
T3c,3,2014-02-12,5451,683,1,0,0,0
T3d,3,2014-02-12,3675,561,1,0,0,0
T1a,2,2014-02-11,5925,700,1,0,0,0
T1b,2,2014-02-11,5099,906,1,0,0,0
